trial,tropical_year,correction_period,amplitude,coupling_strength,top3_error,bounded_90deg,bounded_strict,dynamically_bounded,both_strict
2137,365.22156930908915,294.70788576428373,28.711103826746818,19.139964023569178,0.052246702176064086,True,False,True,False
2138,365.24258400923475,294.53888515884313,7.712763593610777,21.509970716258746,0.04649006794063786,True,True,True,True
2139,365.22590944739255,294.86959103498555,24.267814829645186,19.585669923841774,0.05105773781997076,True,False,True,False
2140,365.23397323970573,293.56836859142345,16.012384946415143,20.47134550196309,0.04884876765448101,True,False,True,False
2141,365.2527946676537,293.5779370498421,17.269077827704958,22.88682312799917,0.043693263779219095,True,False,True,False
2142,365.17276287230845,294.08911064930936,78.6778197788979,15.239491926380158,0.06561898551676522,True,False,True,False
2143,365.1621764447748,293.31975952673287,89.51599491732864,14.59428098996387,0.06851999085721835,True,False,True,False
2144,365.1975506242254,293.6206169642091,53.30071510567036,16.998985399374895,0.05882704035011249,True,False,True,False
2145,365.26787072321156,294.0066902612123,31.379038858698763,25.27546256258807,0.03956406326981204,True,False,True,False
2146,365.2749387792111,294.2910687128211,37.994182856544604,26.57574109404412,0.037628301557472266,True,False,True,False
2147,365.28272993227955,293.3115465211603,45.28610270540191,28.173308607155843,0.03549458865282178,True,False,True,False
2148,365.1993650881295,293.7547263535933,51.443116376066804,17.14386440301314,0.05832990605223428,True,False,True,False
2149,365.2470735188374,293.82703306057994,11.914562461157528,22.09440563880326,0.04526032591000103,True,True,True,True
2150,365.2230491405193,293.3581898786564,27.196101202127394,19.289637934774095,0.05184130481771592,True,False,True,False
2151,365.23600355268627,293.78443558686706,13.933823653545918,20.70710394599477,0.04829260540769261,True,True,True,True
2152,365.22219504689343,294.9625151547826,28.07049403051551,19.202968522789522,0.052075281944727936,True,False,True,False
2153,365.255654737629,293.76323299821826,19.945866355464663,23.304651133649028,0.04290988928626887,True,False,True,False
2154,365.2086842399773,294.2553377543176,41.9024349955277,17.928638340621944,0.055776684263536214,True,False,True,False
2155,365.3007758957358,293.38403216948007,62.17579216070654,32.73021750832027,0.030552806431726046,True,False,True,False
2156,365.30128455464796,293.13807387382275,62.65186048254927,32.880113606592765,0.030413520219695674,True,False,True,False
2157,365.2662354046374,293.66957808378135,29.848511121544878,24.992535776483326,0.04001194632442811,True,False,True,False
2158,365.2939943825523,293.71191554694127,55.82878731954764,30.854839047540132,0.03240982714118951,True,False,True,False
2159,365.1710412537369,293.29701356328735,80.4403769870454,15.130710361704852,0.06609075027507995,True,False,True,False
2160,365.3040726878756,293.7642469889199,65.26135465831976,33.72675388339184,0.029650051809238392,True,False,True,False
2161,365.26117838180204,293.264537430197,25.11554521206787,24.15634256769582,0.041396995310759334,True,False,True,False
2162,365.21147384279516,293.5997951859891,39.04652340283529,18.177711331807615,0.0550124260280328,True,False,True,False
2163,365.2067005503883,294.2855901410126,43.933277965227155,17.755632565613617,0.056320156226742746,True,False,True,False
2164,365.32262904278673,293.72500396906304,82.62882918058403,40.701527132047914,0.02456910269621337,True,False,True,False
2165,365.28360148450923,294.64799530375996,46.10180944597486,28.364040498430995,0.03525590791817254,True,False,True,False
2166,365.234692964046,294.60187744308286,15.275556979532716,20.554302953856325,0.048651613350497176,True,False,True,False
2167,365.17053240927373,293.3603172954652,80.96132147867469,15.098855215641521,0.06623018670740409,True,False,True,False
2168,365.3069931530891,293.0506972085279,67.99470415426632,34.66161288018841,0.028850359718014498,True,False,True,False
2169,365.18683215915985,294.3800937768189,64.27400389255398,16.190705694505112,0.06176383036468789,True,False,True,False
2170,365.22391470315074,294.2196255230962,26.309966963933835,19.378272580573316,0.051604186897571985,True,False,True,False
2171,365.2346250389884,293.48160763214634,15.345096212105087,20.546445012984773,0.04867022004867646,True,False,True,False
2172,365.20599048341285,293.2943265021899,44.66022384906462,17.69451293650787,0.056514694899387076,True,False,True,False
2173,365.23242048244117,293.59595447099167,17.602042569064555,20.29463031410481,0.04927411756325504,True,False,True,False
2174,365.24183775072595,293.2464949162651,7.96098738005685,21.41580671785889,0.04669448193917852,True,True,True,True
2175,365.2314095210716,293.6153581789559,18.63702914940308,20.181205355400994,0.04955105418083341,True,False,True,False
2176,365.25816623353916,294.7689574551935,22.296420061288067,23.68433545676098,0.042221999507887305,True,False,True,False
2177,365.3248708634246,294.1079865110063,84.72702502690832,41.744414460581936,0.02395530067727436,True,False,True,False
2178,365.17267890374234,293.33245872410333,78.76378503010152,15.234150071772257,0.06564199481354233,True,False,True,False
2179,365.2500780719647,294.832978302231,14.726571166226186,22.50359114372771,0.04443735195921047,True,True,True,True
2180,365.18732158405146,294.5196473168568,63.77294267733065,16.22593580846385,0.06162972735775124,True,False,True,False
2181,365.1683437536234,293.6776469648456,83.2020228110262,14.96335349461294,0.06682993891442963,True,False,True,False
2182,365.2896907914335,293.099211816699,51.800943675083836,29.77223645444942,0.03358833998010087,True,False,True,False
2183,365.25434023610273,293.5141253843784,18.715601594691513,23.110737459691734,0.043269930340567274,True,False,True,False
2184,365.1655549720055,294.4878103746043,86.05712262613537,14.79417909201845,0.06759415265829154,True,False,True,False
2185,365.2323759674306,294.83841606210746,17.64761546110107,20.289609131917032,0.04928631170262059,True,False,True,False
2186,365.15000032082594,294.92310146427513,101.98170315904252,13.91656164404411,0.07185682969528406,False,False,True,False
2187,365.197674107599,293.88970486565506,53.1742961656128,17.008767491213693,0.05879320770988111,True,False,True,False
2188,365.132383608945,294.8190969460243,120.01745579612822,13.04035258468253,0.07668504310033923,False,False,True,False
2189,365.234083801226,294.1379109665637,15.89919601911374,20.48404559552445,0.04881848145360942,True,False,True,False
